audio,etiqueta,nombre
data\outputA\LA_E_3056321_2s.flac,spoof,LA_E_3056321
data\outputA\LA_E_3056354_2s.flac,spoof,LA_E_3056354
data\outputA\LA_E_3056392_2s.flac,spoof,LA_E_3056392
data\outputA\LA_E_3056652_2s.flac,bonafide,LA_E_3056652
data\outputA\LA_E_3056678_2s.flac,spoof,LA_E_3056678
data\outputA\LA_E_3056915_2s.flac,spoof,LA_E_3056915
data\outputA\LA_E_3056936_2s.flac,spoof,LA_E_3056936
data\outputA\LA_E_3057049_2s.flac,spoof,LA_E_3057049
data\outputA\LA_E_3057125_2s.flac,spoof,LA_E_3057125
data\outputA\LA_E_3057210_2s.flac,bonafide,LA_E_3057210
data\outputA\LA_E_3057235_2s.flac,spoof,LA_E_3057235
data\outputA\LA_E_3057255_2s.flac,spoof,LA_E_3057255
data\outputA\LA_E_3057425_2s.flac,spoof,LA_E_3057425
data\outputA\LA_E_3057455_2s.flac,spoof,LA_E_3057455
data\outputA\LA_E_3057497_2s.flac,spoof,LA_E_3057497
data\outputA\LA_E_3057552_2s.flac,spoof,LA_E_3057552
data\outputA\LA_E_3057570_2s.flac,spoof,LA_E_3057570
data\outputA\LA_E_3057683_2s.flac,spoof,LA_E_3057683
data\outputA\LA_E_3057773_2s.flac,spoof,LA_E_3057773
data\outputA\LA_E_3057850_2s.flac,spoof,LA_E_3057850
data\outputA\LA_E_3057860_2s.flac,spoof,LA_E_3057860
data\outputA\LA_E_3057899_2s.flac,bonafide,LA_E_3057899
data\outputA\LA_E_3058193_2s.flac,spoof,LA_E_3058193
data\outputA\LA_E_3058323_2s.flac,spoof,LA_E_3058323
data\outputA\LA_E_3058728_2s.flac,spoof,LA_E_3058728
data\outputA\LA_E_3058754_2s.flac,spoof,LA_E_3058754
data\outputA\LA_E_3058761_2s.flac,spoof,LA_E_3058761
data\outputA\LA_E_3058821_2s.flac,bonafide,LA_E_3058821
data\outputA\LA_E_3058873_2s.flac,spoof,LA_E_3058873
data\outputA\LA_E_3058953_2s.flac,spoof,LA_E_3058953
data\outputA\LA_E_3058973_2s.flac,spoof,LA_E_3058973
data\outputA\LA_E_3059214_2s.flac,spoof,LA_E_3059214
data\outputA\LA_E_3059272_2s.flac,spoof,LA_E_3059272
data\outputA\LA_E_3059366_2s.flac,spoof,LA_E_3059366
data\outputA\LA_E_3059415_2s.flac,spoof,LA_E_3059415
data\outputA\LA_E_3059592_2s.flac,spoof,LA_E_3059592
data\outputA\LA_E_3059678_2s.flac,bonafide,LA_E_3059678
data\outputA\LA_E_3059806_2s.flac,spoof,LA_E_3059806
data\outputA\LA_E_3060129_2s.flac,bonafide,LA_E_3060129
data\outputA\LA_E_3060233_2s.flac,spoof,LA_E_3060233
data\outputA\LA_E_3060263_2s.flac,spoof,LA_E_3060263
data\outputA\LA_E_3060342_2s.flac,spoof,LA_E_3060342
data\outputA\LA_E_3060377_2s.flac,spoof,LA_E_3060377
data\outputA\LA_E_3060814_2s.flac,spoof,LA_E_3060814
data\outputA\LA_E_3060855_2s.flac,bonafide,LA_E_3060855
data\outputA\LA_E_3061200_2s.flac,spoof,LA_E_3061200
data\outputA\LA_E_3061561_2s.flac,bonafide,LA_E_3061561
data\outputA\LA_E_3061781_2s.flac,spoof,LA_E_3061781
data\outputA\LA_E_3062454_2s.flac,spoof,LA_E_3062454
data\outputA\LA_E_3062742_2s.flac,bonafide,LA_E_3062742
data\outputA\LA_E_3063628_2s.flac,bonafide,LA_E_3063628
data\outputA\LA_E_3063715_2s.flac,spoof,LA_E_3063715
data\outputA\LA_E_3063734_2s.flac,spoof,LA_E_3063734
data\outputA\LA_E_3063750_2s.flac,spoof,LA_E_3063750
data\outputA\LA_E_3063828_2s.flac,spoof,LA_E_3063828
data\outputA\LA_E_3063900_2s.flac,spoof,LA_E_3063900
data\outputA\LA_E_3064177_2s.flac,spoof,LA_E_3064177
data\outputA\LA_E_3064244_2s.flac,bonafide,LA_E_3064244
data\outputA\LA_E_3064626_2s.flac,spoof,LA_E_3064626
data\outputA\LA_E_3064861_2s.flac,spoof,LA_E_3064861
data\outputA\LA_E_3064886_2s.flac,spoof,LA_E_3064886
data\outputA\LA_E_3065202_2s.flac,spoof,LA_E_3065202
data\outputA\LA_E_3065462_2s.flac,bonafide,LA_E_3065462
data\outputA\LA_E_3065552_2s.flac,spoof,LA_E_3065552
data\outputA\LA_E_3065619_2s.flac,bonafide,LA_E_3065619
data\outputA\LA_E_3065711_2s.flac,bonafide,LA_E_3065711
data\outputA\LA_E_3065718_2s.flac,spoof,LA_E_3065718
data\outputA\LA_E_3065775_2s.flac,spoof,LA_E_3065775
data\outputA\LA_E_3065857_2s.flac,spoof,LA_E_3065857
data\outputA\LA_E_3065994_2s.flac,spoof,LA_E_3065994
data\outputA\LA_E_3066039_2s.flac,spoof,LA_E_3066039
data\outputA\LA_E_3066167_2s.flac,bonafide,LA_E_3066167
data\outputA\LA_E_3066496_2s.flac,spoof,LA_E_3066496
data\outputA\LA_E_3066540_2s.flac,spoof,LA_E_3066540
data\outputA\LA_E_3066547_2s.flac,spoof,LA_E_3066547
data\outputA\LA_E_3066582_2s.flac,spoof,LA_E_3066582
data\outputA\LA_E_3066646_2s.flac,bonafide,LA_E_3066646
data\outputA\LA_E_3066847_2s.flac,spoof,LA_E_3066847
data\outputA\LA_E_3067208_2s.flac,spoof,LA_E_3067208
data\outputA\LA_E_3067282_2s.flac,spoof,LA_E_3067282
data\outputA\LA_E_3067556_2s.flac,spoof,LA_E_3067556
data\outputA\LA_E_3067597_2s.flac,spoof,LA_E_3067597
data\outputA\LA_E_3067628_2s.flac,spoof,LA_E_3067628
data\outputA\LA_E_3067743_2s.flac,bonafide,LA_E_3067743
data\outputA\LA_E_3067765_2s.flac,spoof,LA_E_3067765
data\outputA\LA_E_3067815_2s.flac,bonafide,LA_E_3067815
data\outputA\LA_E_3067943_2s.flac,spoof,LA_E_3067943
data\outputA\LA_E_3067944_2s.flac,spoof,LA_E_3067944
data\outputA\LA_E_3068207_2s.flac,bonafide,LA_E_3068207
data\outputA\LA_E_3068536_2s.flac,spoof,LA_E_3068536
data\outputA\LA_E_3068581_2s.flac,spoof,LA_E_3068581
data\outputA\LA_E_3068584_2s.flac,spoof,LA_E_3068584
data\outputA\LA_E_3068739_2s.flac,spoof,LA_E_3068739
data\outputA\LA_E_3068809_2s.flac,spoof,LA_E_3068809
data\outputA\LA_E_3068814_2s.flac,spoof,LA_E_3068814
data\outputA\LA_E_3068847_2s.flac,spoof,LA_E_3068847
data\outputA\LA_E_3069038_2s.flac,spoof,LA_E_3069038
data\outputA\LA_E_3069227_2s.flac,spoof,LA_E_3069227
data\outputA\LA_E_3069520_2s.flac,spoof,LA_E_3069520
data\outputA\LA_E_3069596_2s.flac,spoof,LA_E_3069596
data\outputA\LA_E_3069671_2s.flac,spoof,LA_E_3069671
data\outputA\LA_E_3069712_2s.flac,spoof,LA_E_3069712
data\outputA\LA_E_3069716_2s.flac,spoof,LA_E_3069716
data\outputA\LA_E_3069872_2s.flac,spoof,LA_E_3069872
data\outputA\LA_E_3070055_2s.flac,spoof,LA_E_3070055
data\outputA\LA_E_3070097_2s.flac,spoof,LA_E_3070097
data\outputA\LA_E_3070155_2s.flac,spoof,LA_E_3070155
data\outputA\LA_E_3070230_2s.flac,spoof,LA_E_3070230
data\outputA\LA_E_3070337_2s.flac,spoof,LA_E_3070337
data\outputA\LA_E_3070568_2s.flac,spoof,LA_E_3070568
data\outputA\LA_E_3070641_2s.flac,spoof,LA_E_3070641
data\outputA\LA_E_3070666_2s.flac,spoof,LA_E_3070666
data\outputA\LA_E_3070798_2s.flac,spoof,LA_E_3070798
data\outputA\LA_E_3071043_2s.flac,spoof,LA_E_3071043
data\outputA\LA_E_3071229_2s.flac,spoof,LA_E_3071229
data\outputA\LA_E_3071313_2s.flac,spoof,LA_E_3071313
data\outputA\LA_E_3071317_2s.flac,spoof,LA_E_3071317
data\outputA\LA_E_3071345_2s.flac,spoof,LA_E_3071345
data\outputA\LA_E_3071593_2s.flac,spoof,LA_E_3071593
data\outputA\LA_E_3071635_2s.flac,bonafide,LA_E_3071635
data\outputA\LA_E_3071851_2s.flac,spoof,LA_E_3071851
data\outputA\LA_E_3071982_2s.flac,spoof,LA_E_3071982
data\outputA\LA_E_3072257_2s.flac,spoof,LA_E_3072257
data\outputA\LA_E_3072432_2s.flac,spoof,LA_E_3072432
data\outputA\LA_E_3072463_2s.flac,spoof,LA_E_3072463
data\outputA\LA_E_3072527_2s.flac,spoof,LA_E_3072527
data\outputA\LA_E_3072787_2s.flac,bonafide,LA_E_3072787
data\outputA\LA_E_3072788_2s.flac,spoof,LA_E_3072788
data\outputA\LA_E_3072887_2s.flac,spoof,LA_E_3072887
data\outputA\LA_E_3072900_2s.flac,bonafide,LA_E_3072900
data\outputA\LA_E_3072970_2s.flac,bonafide,LA_E_3072970
data\outputA\LA_E_3073115_2s.flac,bonafide,LA_E_3073115
data\outputA\LA_E_3073215_2s.flac,spoof,LA_E_3073215
data\outputA\LA_E_3073323_2s.flac,spoof,LA_E_3073323
data\outputA\LA_E_3073406_2s.flac,spoof,LA_E_3073406
data\outputA\LA_E_3073590_2s.flac,spoof,LA_E_3073590
data\outputA\LA_E_3074095_2s.flac,spoof,LA_E_3074095
data\outputA\LA_E_3074355_2s.flac,bonafide,LA_E_3074355
data\outputA\LA_E_3074716_2s.flac,spoof,LA_E_3074716
data\outputA\LA_E_3074968_2s.flac,spoof,LA_E_3074968
data\outputA\LA_E_3075406_2s.flac,spoof,LA_E_3075406
data\outputA\LA_E_3075583_2s.flac,spoof,LA_E_3075583
data\outputA\LA_E_3075634_2s.flac,spoof,LA_E_3075634
data\outputA\LA_E_3075734_2s.flac,spoof,LA_E_3075734
data\outputA\LA_E_3075777_2s.flac,spoof,LA_E_3075777
data\outputA\LA_E_3076155_2s.flac,spoof,LA_E_3076155
data\outputA\LA_E_3076273_2s.flac,spoof,LA_E_3076273
data\outputA\LA_E_3076588_2s.flac,spoof,LA_E_3076588
data\outputA\LA_E_3076590_2s.flac,bonafide,LA_E_3076590
data\outputA\LA_E_3076662_2s.flac,spoof,LA_E_3076662
data\outputA\LA_E_3076675_2s.flac,bonafide,LA_E_3076675
data\outputA\LA_E_3076735_2s.flac,spoof,LA_E_3076735
data\outputA\LA_E_3076967_2s.flac,spoof,LA_E_3076967
data\outputA\LA_E_3077105_2s.flac,spoof,LA_E_3077105
data\outputA\LA_E_3077177_2s.flac,spoof,LA_E_3077177
data\outputA\LA_E_3077544_2s.flac,spoof,LA_E_3077544
data\outputA\LA_E_3077664_2s.flac,bonafide,LA_E_3077664
data\outputA\LA_E_3077784_2s.flac,spoof,LA_E_3077784
data\outputA\LA_E_3078028_2s.flac,spoof,LA_E_3078028
data\outputA\LA_E_3078156_2s.flac,spoof,LA_E_3078156
data\outputA\LA_E_3078161_2s.flac,spoof,LA_E_3078161
data\outputA\LA_E_3078202_2s.flac,spoof,LA_E_3078202
data\outputA\LA_E_3078476_2s.flac,spoof,LA_E_3078476
data\outputA\LA_E_3078618_2s.flac,spoof,LA_E_3078618
data\outputA\LA_E_3078712_2s.flac,spoof,LA_E_3078712
data\outputA\LA_E_3078949_2s.flac,spoof,LA_E_3078949
data\outputA\LA_E_3079333_2s.flac,spoof,LA_E_3079333
data\outputA\LA_E_3079357_2s.flac,spoof,LA_E_3079357
data\outputA\LA_E_3080143_2s.flac,spoof,LA_E_3080143
data\outputA\LA_E_3080235_2s.flac,spoof,LA_E_3080235
data\outputA\LA_E_3080306_2s.flac,spoof,LA_E_3080306
data\outputA\LA_E_3080430_2s.flac,spoof,LA_E_3080430
data\outputA\LA_E_3080439_2s.flac,spoof,LA_E_3080439
data\outputA\LA_E_3080579_2s.flac,spoof,LA_E_3080579
data\outputA\LA_E_3080596_2s.flac,spoof,LA_E_3080596
data\outputA\LA_E_3080600_2s.flac,spoof,LA_E_3080600
data\outputA\LA_E_3080643_2s.flac,bonafide,LA_E_3080643
data\outputA\LA_E_3080653_2s.flac,spoof,LA_E_3080653
data\outputA\LA_E_3080738_2s.flac,spoof,LA_E_3080738
data\outputA\LA_E_3080858_2s.flac,spoof,LA_E_3080858
data\outputA\LA_E_3080921_2s.flac,spoof,LA_E_3080921
data\outputA\LA_E_3080982_2s.flac,spoof,LA_E_3080982
data\outputA\LA_E_3080989_2s.flac,spoof,LA_E_3080989
data\outputA\LA_E_3081019_2s.flac,spoof,LA_E_3081019
data\outputA\LA_E_3081068_2s.flac,bonafide,LA_E_3081068
data\outputA\LA_E_3081131_2s.flac,bonafide,LA_E_3081131
data\outputA\LA_E_3081234_2s.flac,spoof,LA_E_3081234
data\outputA\LA_E_3081325_2s.flac,spoof,LA_E_3081325
data\outputA\LA_E_3081645_2s.flac,spoof,LA_E_3081645
data\outputA\LA_E_3082813_2s.flac,spoof,LA_E_3082813
data\outputA\LA_E_3082991_2s.flac,spoof,LA_E_3082991
data\outputA\LA_E_3083137_2s.flac,spoof,LA_E_3083137
data\outputA\LA_E_3083305_2s.flac,spoof,LA_E_3083305
data\outputA\LA_E_3083479_2s.flac,spoof,LA_E_3083479
data\outputA\LA_E_3083536_2s.flac,spoof,LA_E_3083536
data\outputA\LA_E_3083579_2s.flac,bonafide,LA_E_3083579
data\outputA\LA_E_3083669_2s.flac,spoof,LA_E_3083669
data\outputA\LA_E_3083709_2s.flac,spoof,LA_E_3083709
data\outputA\LA_E_3083884_2s.flac,spoof,LA_E_3083884
data\outputA\LA_E_3083909_2s.flac,bonafide,LA_E_3083909
data\outputA\LA_E_3083943_2s.flac,spoof,LA_E_3083943
data\outputA\LA_E_3084025_2s.flac,spoof,LA_E_3084025
data\outputA\LA_E_3084122_2s.flac,spoof,LA_E_3084122
data\outputA\LA_E_3084733_2s.flac,bonafide,LA_E_3084733
data\outputA\LA_E_3084902_2s.flac,spoof,LA_E_3084902
data\outputA\LA_E_3085104_2s.flac,spoof,LA_E_3085104
data\outputA\LA_E_3085725_2s.flac,spoof,LA_E_3085725
data\outputA\LA_E_3085914_2s.flac,spoof,LA_E_3085914
data\outputA\LA_E_3085936_2s.flac,spoof,LA_E_3085936
data\outputA\LA_E_3086012_2s.flac,spoof,LA_E_3086012
data\outputA\LA_E_3086070_2s.flac,spoof,LA_E_3086070
data\outputA\LA_E_3086136_2s.flac,spoof,LA_E_3086136
data\outputA\LA_E_3086341_2s.flac,spoof,LA_E_3086341
data\outputA\LA_E_3086355_2s.flac,spoof,LA_E_3086355
data\outputA\LA_E_3086423_2s.flac,spoof,LA_E_3086423
data\outputA\LA_E_3086780_2s.flac,spoof,LA_E_3086780
data\outputA\LA_E_3087001_2s.flac,spoof,LA_E_3087001
data\outputA\LA_E_3087041_2s.flac,spoof,LA_E_3087041
data\outputA\LA_E_3087093_2s.flac,bonafide,LA_E_3087093
data\outputA\LA_E_3087102_2s.flac,spoof,LA_E_3087102
data\outputA\LA_E_3087153_2s.flac,spoof,LA_E_3087153
data\outputA\LA_E_3087546_2s.flac,spoof,LA_E_3087546
data\outputA\LA_E_3087566_2s.flac,spoof,LA_E_3087566
data\outputA\LA_E_3087627_2s.flac,spoof,LA_E_3087627
data\outputA\LA_E_3087701_2s.flac,spoof,LA_E_3087701
data\outputA\LA_E_3087735_2s.flac,spoof,LA_E_3087735
data\outputA\LA_E_3087935_2s.flac,spoof,LA_E_3087935
data\outputA\LA_E_3088253_2s.flac,spoof,LA_E_3088253
data\outputA\LA_E_3088259_2s.flac,spoof,LA_E_3088259
data\outputA\LA_E_3088294_2s.flac,spoof,LA_E_3088294
data\outputA\LA_E_3088386_2s.flac,spoof,LA_E_3088386
data\outputA\LA_E_3088388_2s.flac,spoof,LA_E_3088388
data\outputA\LA_E_3088693_2s.flac,spoof,LA_E_3088693
data\outputA\LA_E_3088715_2s.flac,spoof,LA_E_3088715
data\outputA\LA_E_3088810_2s.flac,bonafide,LA_E_3088810
data\outputA\LA_E_3088908_2s.flac,spoof,LA_E_3088908
data\outputA\LA_E_3089101_2s.flac,spoof,LA_E_3089101
data\outputA\LA_E_3089285_2s.flac,spoof,LA_E_3089285
data\outputA\LA_E_3089383_2s.flac,spoof,LA_E_3089383
data\outputA\LA_E_3089479_2s.flac,spoof,LA_E_3089479
data\outputA\LA_E_3089619_2s.flac,spoof,LA_E_3089619
data\outputA\LA_E_3089703_2s.flac,spoof,LA_E_3089703
data\outputA\LA_E_3089756_2s.flac,spoof,LA_E_3089756
data\outputA\LA_E_3089858_2s.flac,spoof,LA_E_3089858
data\outputA\LA_E_3089944_2s.flac,spoof,LA_E_3089944
data\outputA\LA_E_3090003_2s.flac,spoof,LA_E_3090003
data\outputA\LA_E_3090404_2s.flac,spoof,LA_E_3090404
data\outputA\LA_E_3090499_2s.flac,spoof,LA_E_3090499
data\outputA\LA_E_3090580_2s.flac,spoof,LA_E_3090580
data\outputA\LA_E_3090666_2s.flac,spoof,LA_E_3090666
data\outputA\LA_E_3090706_2s.flac,spoof,LA_E_3090706
data\outputA\LA_E_3090869_2s.flac,spoof,LA_E_3090869
data\outputA\LA_E_3091207_2s.flac,spoof,LA_E_3091207
data\outputA\LA_E_3091350_2s.flac,spoof,LA_E_3091350
data\outputA\LA_E_3091519_2s.flac,spoof,LA_E_3091519
data\outputA\LA_E_3091720_2s.flac,spoof,LA_E_3091720
data\outputA\LA_E_3091749_2s.flac,spoof,LA_E_3091749
data\outputA\LA_E_3092055_2s.flac,bonafide,LA_E_3092055
data\outputA\LA_E_3092107_2s.flac,spoof,LA_E_3092107
data\outputA\LA_E_3092231_2s.flac,spoof,LA_E_3092231
data\outputA\LA_E_3092522_2s.flac,spoof,LA_E_3092522
data\outputA\LA_E_3092671_2s.flac,spoof,LA_E_3092671
data\outputA\LA_E_3092846_2s.flac,spoof,LA_E_3092846
data\outputA\LA_E_3093143_2s.flac,spoof,LA_E_3093143
data\outputA\LA_E_3093705_2s.flac,spoof,LA_E_3093705
data\outputA\LA_E_3093967_2s.flac,spoof,LA_E_3093967
data\outputA\LA_E_3094030_2s.flac,spoof,LA_E_3094030
data\outputA\LA_E_3094145_2s.flac,spoof,LA_E_3094145
data\outputA\LA_E_3094169_2s.flac,spoof,LA_E_3094169
data\outputA\LA_E_3094178_2s.flac,spoof,LA_E_3094178
data\outputA\LA_E_3094215_2s.flac,spoof,LA_E_3094215
data\outputA\LA_E_3094533_2s.flac,spoof,LA_E_3094533
data\outputA\LA_E_3094821_2s.flac,spoof,LA_E_3094821
data\outputA\LA_E_3095309_2s.flac,spoof,LA_E_3095309
data\outputA\LA_E_3095513_2s.flac,spoof,LA_E_3095513
data\outputA\LA_E_3095566_2s.flac,spoof,LA_E_3095566
data\outputA\LA_E_3095656_2s.flac,spoof,LA_E_3095656
data\outputA\LA_E_3095733_2s.flac,spoof,LA_E_3095733
data\outputA\LA_E_3096011_2s.flac,spoof,LA_E_3096011
data\outputA\LA_E_3096170_2s.flac,spoof,LA_E_3096170
data\outputA\LA_E_3096252_2s.flac,bonafide,LA_E_3096252
data\outputA\LA_E_3096341_2s.flac,spoof,LA_E_3096341
data\outputA\LA_E_3096440_2s.flac,spoof,LA_E_3096440
data\outputA\LA_E_3096609_2s.flac,bonafide,LA_E_3096609
data\outputA\LA_E_3096737_2s.flac,spoof,LA_E_3096737
data\outputA\LA_E_3096968_2s.flac,spoof,LA_E_3096968
data\outputA\LA_E_3097083_2s.flac,spoof,LA_E_3097083
data\outputA\LA_E_3097330_2s.flac,spoof,LA_E_3097330
data\outputA\LA_E_3097454_2s.flac,spoof,LA_E_3097454
data\outputA\LA_E_3097588_2s.flac,spoof,LA_E_3097588
data\outputA\LA_E_3097640_2s.flac,spoof,LA_E_3097640
data\outputA\LA_E_3097835_2s.flac,spoof,LA_E_3097835
data\outputA\LA_E_3098757_2s.flac,spoof,LA_E_3098757
data\outputA\LA_E_3098898_2s.flac,spoof,LA_E_3098898
data\outputA\LA_E_3098979_2s.flac,spoof,LA_E_3098979
data\outputA\LA_E_3098996_2s.flac,spoof,LA_E_3098996
data\outputA\LA_E_3099016_2s.flac,spoof,LA_E_3099016
data\outputA\LA_E_3099095_2s.flac,spoof,LA_E_3099095
data\outputA\LA_E_3099146_2s.flac,spoof,LA_E_3099146
data\outputA\LA_E_3099344_2s.flac,spoof,LA_E_3099344
data\outputA\LA_E_3099619_2s.flac,spoof,LA_E_3099619
data\outputA\LA_E_3100396_2s.flac,spoof,LA_E_3100396
data\outputA\LA_E_3100473_2s.flac,spoof,LA_E_3100473
data\outputA\LA_E_3100492_2s.flac,spoof,LA_E_3100492
data\outputA\LA_E_3100548_2s.flac,bonafide,LA_E_3100548
data\outputA\LA_E_3100845_2s.flac,spoof,LA_E_3100845
data\outputA\LA_E_3101080_2s.flac,spoof,LA_E_3101080
data\outputA\LA_E_3101132_2s.flac,spoof,LA_E_3101132
data\outputA\LA_E_3101170_2s.flac,spoof,LA_E_3101170
data\outputA\LA_E_3101222_2s.flac,spoof,LA_E_3101222
data\outputA\LA_E_3101361_2s.flac,spoof,LA_E_3101361
data\outputA\LA_E_3101422_2s.flac,spoof,LA_E_3101422
data\outputA\LA_E_3101445_2s.flac,bonafide,LA_E_3101445
data\outputA\LA_E_3101514_2s.flac,spoof,LA_E_3101514
data\outputA\LA_E_3101635_2s.flac,spoof,LA_E_3101635
data\outputA\LA_E_3101970_2s.flac,spoof,LA_E_3101970
data\outputA\LA_E_3102115_2s.flac,spoof,LA_E_3102115
data\outputA\LA_E_3102289_2s.flac,spoof,LA_E_3102289
data\outputA\LA_E_3102549_2s.flac,spoof,LA_E_3102549
data\outputA\LA_E_3102930_2s.flac,spoof,LA_E_3102930
data\outputA\LA_E_3103394_2s.flac,bonafide,LA_E_3103394
data\outputA\LA_E_3103699_2s.flac,spoof,LA_E_3103699
data\outputA\LA_E_3103710_2s.flac,spoof,LA_E_3103710
data\outputA\LA_E_3103720_2s.flac,spoof,LA_E_3103720
data\outputA\LA_E_3103770_2s.flac,spoof,LA_E_3103770
data\outputA\LA_E_3104126_2s.flac,spoof,LA_E_3104126
data\outputA\LA_E_3104385_2s.flac,spoof,LA_E_3104385
data\outputA\LA_E_3104417_2s.flac,spoof,LA_E_3104417
data\outputA\LA_E_3104518_2s.flac,spoof,LA_E_3104518
data\outputA\LA_E_3104788_2s.flac,spoof,LA_E_3104788
data\outputA\LA_E_3104820_2s.flac,spoof,LA_E_3104820
data\outputA\LA_E_3105587_2s.flac,spoof,LA_E_3105587
data\outputA\LA_E_3105638_2s.flac,spoof,LA_E_3105638
data\outputA\LA_E_3105949_2s.flac,spoof,LA_E_3105949
data\outputA\LA_E_3105959_2s.flac,bonafide,LA_E_3105959
data\outputA\LA_E_3105972_2s.flac,bonafide,LA_E_3105972
data\outputA\LA_E_3106145_2s.flac,bonafide,LA_E_3106145
data\outputA\LA_E_3106292_2s.flac,spoof,LA_E_3106292
data\outputA\LA_E_3106339_2s.flac,spoof,LA_E_3106339
data\outputA\LA_E_3106796_2s.flac,spoof,LA_E_3106796
data\outputA\LA_E_3106946_2s.flac,spoof,LA_E_3106946
data\outputA\LA_E_3107031_2s.flac,spoof,LA_E_3107031
data\outputA\LA_E_3107302_2s.flac,spoof,LA_E_3107302
data\outputA\LA_E_3107431_2s.flac,spoof,LA_E_3107431
data\outputA\LA_E_3107499_2s.flac,spoof,LA_E_3107499
data\outputA\LA_E_3107862_2s.flac,spoof,LA_E_3107862
data\outputA\LA_E_3107925_2s.flac,spoof,LA_E_3107925
data\outputA\LA_E_3108019_2s.flac,bonafide,LA_E_3108019
data\outputA\LA_E_3108156_2s.flac,spoof,LA_E_3108156
data\outputA\LA_E_3108244_2s.flac,spoof,LA_E_3108244
data\outputA\LA_E_3108350_2s.flac,spoof,LA_E_3108350
data\outputA\LA_E_3108437_2s.flac,spoof,LA_E_3108437
data\outputA\LA_E_3108443_2s.flac,spoof,LA_E_3108443
data\outputA\LA_E_3108477_2s.flac,bonafide,LA_E_3108477
data\outputA\LA_E_3108505_2s.flac,spoof,LA_E_3108505
data\outputA\LA_E_3108712_2s.flac,spoof,LA_E_3108712
data\outputA\LA_E_3108735_2s.flac,bonafide,LA_E_3108735
data\outputA\LA_E_3108876_2s.flac,spoof,LA_E_3108876
data\outputA\LA_E_3108917_2s.flac,spoof,LA_E_3108917
data\outputA\LA_E_3108962_2s.flac,spoof,LA_E_3108962
data\outputA\LA_E_3109030_2s.flac,spoof,LA_E_3109030
data\outputA\LA_E_3109031_2s.flac,spoof,LA_E_3109031
data\outputA\LA_E_3109128_2s.flac,spoof,LA_E_3109128
data\outputA\LA_E_3109182_2s.flac,spoof,LA_E_3109182
data\outputA\LA_E_3109251_2s.flac,spoof,LA_E_3109251
data\outputA\LA_E_3109281_2s.flac,spoof,LA_E_3109281
data\outputA\LA_E_3109343_2s.flac,spoof,LA_E_3109343
data\outputA\LA_E_3109435_2s.flac,spoof,LA_E_3109435
data\outputA\LA_E_3109531_2s.flac,spoof,LA_E_3109531
data\outputA\LA_E_3109727_2s.flac,spoof,LA_E_3109727
data\outputA\LA_E_3109770_2s.flac,spoof,LA_E_3109770
data\outputA\LA_E_3110194_2s.flac,spoof,LA_E_3110194
data\outputA\LA_E_3110408_2s.flac,spoof,LA_E_3110408
data\outputA\LA_E_3110627_2s.flac,bonafide,LA_E_3110627
data\outputA\LA_E_3110661_2s.flac,bonafide,LA_E_3110661
data\outputA\LA_E_3110905_2s.flac,spoof,LA_E_3110905
data\outputA\LA_E_3111015_2s.flac,spoof,LA_E_3111015
data\outputA\LA_E_3111138_2s.flac,spoof,LA_E_3111138
data\outputA\LA_E_3111455_2s.flac,spoof,LA_E_3111455
data\outputA\LA_E_3111636_2s.flac,spoof,LA_E_3111636
data\outputA\LA_E_3111854_2s.flac,spoof,LA_E_3111854
data\outputA\LA_E_3112571_2s.flac,bonafide,LA_E_3112571
data\outputA\LA_E_3112631_2s.flac,spoof,LA_E_3112631
data\outputA\LA_E_3113048_2s.flac,spoof,LA_E_3113048
data\outputA\LA_E_3113375_2s.flac,spoof,LA_E_3113375
data\outputA\LA_E_3113613_2s.flac,spoof,LA_E_3113613
data\outputA\LA_E_3113655_2s.flac,spoof,LA_E_3113655
data\outputA\LA_E_3113998_2s.flac,spoof,LA_E_3113998
data\outputA\LA_E_3114002_2s.flac,spoof,LA_E_3114002
data\outputA\LA_E_3114076_2s.flac,spoof,LA_E_3114076
data\outputA\LA_E_3114385_2s.flac,spoof,LA_E_3114385
data\outputA\LA_E_3114823_2s.flac,spoof,LA_E_3114823
data\outputA\LA_E_3114934_2s.flac,bonafide,LA_E_3114934
data\outputA\LA_E_3114936_2s.flac,spoof,LA_E_3114936
data\outputA\LA_E_3115262_2s.flac,bonafide,LA_E_3115262
data\outputA\LA_E_3115362_2s.flac,spoof,LA_E_3115362
data\outputA\LA_E_3115458_2s.flac,bonafide,LA_E_3115458
data\outputA\LA_E_3115752_2s.flac,spoof,LA_E_3115752
data\outputA\LA_E_3115809_2s.flac,spoof,LA_E_3115809
data\outputA\LA_E_3116079_2s.flac,spoof,LA_E_3116079
data\outputA\LA_E_3116107_2s.flac,spoof,LA_E_3116107
data\outputA\LA_E_3116271_2s.flac,spoof,LA_E_3116271
data\outputA\LA_E_3116507_2s.flac,spoof,LA_E_3116507
data\outputA\LA_E_3116657_2s.flac,spoof,LA_E_3116657
data\outputA\LA_E_3116808_2s.flac,spoof,LA_E_3116808
data\outputA\LA_E_3117053_2s.flac,spoof,LA_E_3117053
data\outputA\LA_E_3117168_2s.flac,bonafide,LA_E_3117168
data\outputA\LA_E_3117336_2s.flac,spoof,LA_E_3117336
data\outputA\LA_E_3117361_2s.flac,spoof,LA_E_3117361
